,Unnamed: 0,Unnamed: 0.1,created_at,id,full_text,source,retweet_count,favorite_count,hashtags,user_screen_name,user_location,user_followers_count,user_verified,user_handle,sentiments
355,355,355,Feb-26,1.37E+18,how india is beating china at its own game in vaccine diplomacy,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",0,2,,hindupride202,India,1757,FALSE,,1
356,356,356,Feb-26,1.37E+18,qantas trialling covid-19 vaccine passports,"<a href=""http://publicize.wp.com/"" rel=""nofollow"">WordPress.com</a>",0,0,,AbhishekT_iwari,"Rewa, India",114,FALSE,,1
357,357,357,Feb-26,1.37E+18,"""i think people will look more positively to india now than before,"" says bangladeshi who was administered the indian vaccine in dhaka.","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",0,0,,KHASBAAT,Mumbai,1316,TRUE,,1
358,358,358,Feb-26,1.37E+18,"here, we are starting with new segment introduction to some of the gems in pharma & biotech industry which has made india proud 1) serum institute india","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",0,1,"serumindia,coronavirus,vaccine,Indian",inpbt,"Pune, India",1,FALSE,,1
359,359,359,Feb-26,1.37E+18,"praising prime minister commitment for supporting vaccine equity, who chief says he hopes that other nations will follow india's example","<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",6,51,,WIONews,India,310980,TRUE,,1
360,360,360,Feb-26,1.37E+18,"sri lanka receives 500,000 doses of covid-19 vaccines from india","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",0,0,"Covid19,India,SriLanka,vaccine",MIVDO1,"Mumbai, India",399,FALSE,,0
361,361,361,Feb-26,1.37E+18,bharat biotech confirms deal with brazil to supply 20 million doses of covaxin vaccine. - ani.,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",0,3,,Shimographer,India,630,FALSE,,0
362,362,362,Feb-26,1.37E+18,india beats china at its own game in vaccine diplomacy battle via,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",0,0,,suchithkc,India,623,FALSE,,1
363,363,363,Feb-26,1.37E+18,vaccine passports: threat to liberty or necessary safeguard? | coronavirus,"<a href=""http://publicize.wp.com/"" rel=""nofollow"">WordPress.com</a>",0,0,,WaYs2rOcK,"New Delhi, India",51,FALSE,,0
364,364,364,Feb-26,1.37E+18,huge covid-19 vaccine centre set up in atletico madrid stadium read:,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",0,4,"Covid19,COVID19Vaccine,AtleticoMadrid",toisports,"New Delhi, India",1041914,TRUE,,1
365,365,365,Feb-26,1.37E+18,"with due respect, my to sir & whole india? q1 if is 1st evidence based medicine for t/t of covid ( certified), why govt is busy in spending crores of money in making it's vaccine & q2 is it is beneficial in when patient is on ventilator?","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",0,3,"Coronil,WHO,SEVERE_COVID",drasmalhi,"AIIMS, New Delhi, INDIA",6204,FALSE,,0
366,366,366,Feb-26,1.37E+18,"guinea, one of the lowest-income countries, has received just 25 doses of covid-19 vaccine. ""it’s great time for vaccine makers to make fortune while poor nations can only look on.""","<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",1,4,,down2earthindia,India,39195,TRUE,,-1
367,367,367,Feb-26,1.37E+18,"the military even took the donation money from pagodas every night. no elder persons got covid-19 vaccine yet but, some middle aged people that are charged by the military. we’re losing human rights every seconds. shout out to the world,pls stand with us","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",2,2,WhatsHappeningInMyanmar,mochizmt,Myanmar,154,FALSE,,0
368,368,368,Feb-26,1.37E+18,"india reports 16,577 new covid-19 cases, 120 deaths in past 24 hours","<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",0,1,"India,COVID19,Coronavirus",latestly,"Mumbai, India",68492,TRUE,,0
369,369,369,Feb-26,1.37E+18,a thought came to me. those of us who can afford the vaccine should pay for it. that will help the goverment offer vaccine to those who are more needy,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",0,10,,riteshmisra,"Surat, India",2023,FALSE,,0
370,370,370,Feb-26,1.37E+18,vaccine delivery delays will ‘improve’: scomo,"<a href=""http://publicize.wp.com/"" rel=""nofollow"">WordPress.com</a>",0,0,,AbhishekT_iwari,"Rewa, India",114,FALSE,,-1
371,371,371,Feb-26,1.37E+18,moderna to start testing vaccine which fights the south africa strain,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",0,0,"COVID19Vaccine,southafricanvariant,SouthAfrica,COVID19,Moderna,pharmaceutical,busines,news",axeyked,"Pune, India",76,FALSE,,0
372,372,372,Feb-26,1.37E+18,'more great news': pfizer covid vaccine found 94% effective in real world - mint,"<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>",0,0,,doctr_pro,Mumbai - India,321,FALSE,,1
373,373,373,Feb-26,1.37E+18,unicef signs vaccine supply agreement with astrazeneca read|,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",2,2,"COVID,Covid19vaccine,UNICEF,vaccinesupply,AstraZeneca,COVAX,coronavirus",nviTweets,Delhi,2808,FALSE,,0
374,374,374,Feb-26,1.37E+18,shivsena leaders take the vaccine meant for frontline workers. hope now onows why only maharashtra faces issue with cowin app.,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",19,21,,jitengajaria,India,15883,FALSE,,-1
375,375,375,Feb-26,1.37E+18,coronavirus | brazil covid-19 death toll passes quarter million,"<a href=""http://publicize.wp.com/"" rel=""nofollow"">WordPress.com</a>",0,0,,akash2090,"Moradabad, India",57,FALSE,,0
376,376,376,Feb-26,1.37E+18,"hope others follow your example: who chief lauds india, pm modi for supporting vaccine equity","<a href=""http://publicize.wp.com/"" rel=""nofollow"">WordPress.com</a>",0,0,,iamrashed,"Dhaka,bangladesh",313,FALSE,,1
377,377,377,Feb-26,1.37E+18,third us vaccine could raise question: which shots are best?,"<a href=""http://publicize.wp.com/"" rel=""nofollow"">WordPress.com</a>",0,0,,RavindraSoni1,Bhopal,409,FALSE,,1
378,378,378,Feb-26,1.37E+18,"wion-dw news partnership: european union leaders are divided over rollout of vaccine passports, with critics raising discrimination fears. while southern eu states push for the proposal, germany and france are skeptical. speaks with for more","<a href=""https://studio.twitter.com"" rel=""nofollow"">Twitter Media Studio</a>",3,29,,WIONews,India,310980,TRUE,,-1
379,379,379,Feb-26,1.37E+18,anyone else trying to get covid vaccine appointment on and it goes from step 1 to 8 instead of to 2 so you can't actually get an appointment?,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",0,0,prepmod,RunInRedSox,MA,1149,FALSE,,0
380,380,380,Feb-26,1.37E+18,my sister and her roommate both got the vaccine and her roommate woke up really sick.....,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",0,0,,loveline_jy,ray,138,FALSE,,-1
381,381,381,Feb-26,1.37E+18,ecuador secures 2 mn doses of chinese covid vaccine,"<a href=""http://publicize.wp.com/"" rel=""nofollow"">WordPress.com</a>",0,0,,timesofrepublic,Mumbai,128,FALSE,,0
382,382,382,Feb-26,1.37E+18,"uncontrolled coronavirus spread increases risk, which may be dangerous variants, may be more infectious, more deadly,can escape from immune protection. another covid-19 surge hangs in the balance. this is how experts say we keep it from becoming reality","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",0,0,,ray_ramendra,"Kolkata, India",121,FALSE,,0
383,383,383,Feb-26,1.37E+18,vaccine on last stage....with great promise!,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",0,0,,sapnapoti,Delhi,187,FALSE,,1
384,384,384,Feb-26,1.37E+18,got vaccinated and feeling fine. urge all persons to take the vaccine when their turn comes.,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",28,411,COVID19Vaccine,DgpPradesh,"Itanagar, Arunachal Pradesh",6989,TRUE,,1
385,385,385,Feb-26,1.37E+18,"if cleared for emergency use, the j&j vaccine would offer one-dose option that could help speed vaccinations, tamp down pandemic that has killed more than 500,000 people in the u.s. and stay ahead of mutating virus.","<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",3,26,,IndianExpress,India,3799189,TRUE,,1
386,386,386,Feb-26,1.37E+18,did your child miss vaccine dose? read this the coronavirus pandemic disrupted our lives in ways more than one. for more details go to,"<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>",0,0,,FashionTrnding,India,10,FALSE,,0
387,387,387,Feb-26,1.37E+18,"shaikh rehana, the younger sister of bangladesh prime minister sheikh hasina, has received her first shot of the covid-19 vaccine with the made in india vaccine by serum institute of india.","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",0,3,,TeamBharat_,India,10579,FALSE,,0
388,388,388,Feb-26,1.37E+18,| bharat biotech confirms deal with brazil to supply 20 million doses of vaccine ani,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",0,1,"ALERT,COVAXIN",JagranEnglish,"New Delhi, India",8501,TRUE,,0
389,389,389,Feb-26,1.37E+18,cowin 2.0 to be launched tonight as an upgraded version of the vaccination portal. no vaccine sessions will be held on february 27 and 28. states directed to upload data of today's recipients by tonight and to cancel vaccination for next two days,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",3,26,vaccination,tabassum_b,India,6135,TRUE,,0
390,390,390,Feb-26,1.37E+18,here is the approved of vaccine has been using for family of military personal. not to medical personal and front line workers.,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",0,0,"WhatsHappeninglnMyanmar,militarycoupinMyanmar,RejectMilitaryCoup",NYINYI8888,Myanmar,6,FALSE,,0
391,391,391,Feb-26,1.37E+18,"sharing her views at the session 'till we win: india's fight against the pandemic', protected by dr. gagandeep kang laid emphasis on the importance of & the vaccine hesitancy scenario in .","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",0,3,"Covid19,vaccines,BanegaSwasthIndia,JaipurLiteratureFestival2021",banegaswasthind,India,28617,TRUE,,1
392,392,392,Feb-26,1.37E+18,"a vaccination today will help develop herd immunity which can help us all fight the pandemic. with the latest update on initiating the vaccine drive to immunize the elderly, medanta would like to take this opportunity to know your opinion.","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",0,7,COVID19,medanta,India,12073,TRUE,,1
393,393,393,Feb-26,1.37E+18,these vaccine trial participants in an indian city said they didn't know they were being tested on,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1,1,"india,covid",vishalvirsingh,Delhi,554,FALSE,,-1
394,394,394,Feb-26,1.37E+18,"covid vaccine सभी लोगों तक पहुंचाना एक चुनौती. tells us if even single country is left behind, the world will at risk. virus knows no borders. dr reddy says homeless & id cardless shld prioritised. watch where india stands","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",4,17,,anjileeistwal,"New Delhi, India",12645,TRUE,,1
395,395,395,Feb-26,1.37E+18,joe biden claims – johnson and johnson’s corona vaccine will be ready soon,"<a href=""http://publicize.wp.com/"" rel=""nofollow"">WordPress.com</a>",0,0,,IndianNewsLive_,India,116,FALSE,,0
396,396,396,Feb-26,1.37E+18,"a meeting will take place between drvk paul , serum institute of india and bharat biotech at 6.30 pm , now, to decide on vaccine procurement and pricing for private hospitals ahead of the second phase of vaccinations on monday","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",18,87,"vaccination,COVID19Vaccine",snehamordani,"New Delhi, Shillong",12124,TRUE,,0
397,397,397,Feb-26,1.37E+18,fda committee to review johnson & johnson vaccine; joe biden urges unity with state governors. latest covid-19 updates.,"<a href=""http://publicize.wp.com/"" rel=""nofollow"">WordPress.com</a>",0,0,,ATDUX_COM,India,343,FALSE,,0
398,398,398,Feb-26,1.37E+18,"union health secy, chairman of empowered group on vaccine administration (co-win) & member, national expert group on vaccine administration of chaired high-level meeting today with health secretaries & mds of states/uts on vaccination of age-appropriate groups today: goi","<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",0,0,COVID,NewsMobileIndia,India,16442,TRUE,,0
399,399,399,Feb-26,1.37E+18,covid-19 vaccination phase 2 to begin on 1 march; cost of vaccine at private hospitals to be decided soon – firstpost,"<a href=""http://publicize.wp.com/"" rel=""nofollow"">WordPress.com</a>",0,0,,reuelek,"Hyderabad, Telangana, India",138,FALSE,,0
400,400,400,Feb-26,1.37E+18,india plans two-day halt in vaccinations for software upgrade to widen campaign - reuters,"<a href=""https://dlvrit.com/"" rel=""nofollow"">dlvr.it</a>",0,0,,agarwal_misty,Shimla,28,FALSE,,-1
401,401,401,Feb-26,1.37E+18,no..we habe to also help the global community.suppose india had not developed vaccine and us had done..would we not expect us to export vaccine to other countries..?,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",0,1,,uaprabhu,"Shimoga, India",1091,FALSE,,0
402,402,402,Feb-26,1.37E+18,‘hope others follow your example’: who chief praises pm modi for supporting vaccine equity – times now,"<a href=""http://publicize.wp.com/"" rel=""nofollow"">WordPress.com</a>",0,0,,reuelek,"Hyderabad, Telangana, India",138,FALSE,,1
403,403,403,Feb-26,1.37E+18,dr. fauci says people with covid-19 vaccine could soon socialize together,"<a href=""http://publicize.wp.com/"" rel=""nofollow"">WordPress.com</a>",0,0,,ATDUX_COM,India,343,FALSE,,1
404,404,404,Feb-26,1.37E+18,vaccine to be administered at these private hospitals,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",1,3,"Odisha,COVID19",Sambad_English,Odisha,46969,FALSE,,0
405,405,405,Feb-26,1.37E+18,setback for china as sri lanka puts vaccine on hold,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",20,116,Sinopharm,WIONews,India,310980,TRUE,,0
406,406,406,Feb-26,1.37E+18,"some relief among uncertainty-4 wks after the first doses of the pfizer biontech and oxford astrazeneca vaccines, risk of hospitalisation from covid-19 fell by up to 85% (95% ci 76 to 91) and 94% (95% ci 73 to 99), respectively.","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",0,0,,yogesh_kalkonde,"Gadchiroli, India",954,FALSE,,1
407,407,407,Feb-26,1.37E+18,oxford university says research not affected after expert flags covid-19 lab hack,"<a href=""https://beginningelastic.com"" rel=""nofollow"">Tweet Trends Analytics</a>",1,2,"cybersecurity,infosec,security",vishne0,India,7084,FALSE,,1
408,408,408,Feb-26,1.37E+18,hong kong on friday began its coronavirus vaccination for the public as the financial hub kicked off its inoculation drive with the chinese-made sinovac coronavirus vaccine. mohammed saleh speaks to richard kimber for more,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Twitter Media Studio</a>",1,9,,WIONews,India,310980,TRUE,,0
409,409,409,Feb-26,1.37E+18,the export of vaccines to latin america has picked up further momentum with brazil signing an agreement to buy 20 million doses of the covaxin made by,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",1,1,"MadeInIndia,IndiaNarrative",india_narrative,Delhi,5202,FALSE,,0
410,410,410,Feb-26,1.37E+18,us approves pfizer vaccine storage at normal freezer temperature,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",0,1,,yasmeen_9,Lahore,40195,FALSE,,1
411,411,411,Feb-26,1.37E+18,how india is beating china at its own game in vaccine diplomacy - ndtv,"<a href=""https://dlvrit.com/"" rel=""nofollow"">dlvr.it</a>",0,0,,KnowledgeStall,"New Delhi, India",63,FALSE,,1
412,412,412,Feb-26,1.37E+18,"as delays hamper some second coronavirus vaccine doses, debate rages: prioritize one shot or two? the washington post","<a href=""https://publer.io"" rel=""nofollow"">Publer </a>",0,0,,sarang143u,"Hyderabad, India",386,FALSE,,0
413,413,413,Feb-26,1.37E+18,"chief tedros adhanom lauds india, pm for supporting covid vaccine equity.","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",6,6,"JusticeForSanghiNandu,WHO",ranjeet1710,India,4877,FALSE,,1
414,414,414,Feb-26,1.37E+18,director-general of world health organization (who) tedros adhanom ghebreyesus thanked prime minister narendra modi and india's commitment towards the covid-19 vaccine and its distribution to other countries as well.,"<a href=""https://www.blog2social.com"" rel=""nofollow"">Blog2Social APP</a>",0,0,corona,NewsNowNation,India,284,FALSE,,1
415,415,415,Feb-26,1.37E+18,"health canada approves astrazeneca covid-19 vaccine, to receive 500,000 doses by march-end | indiablooms - first portal on digital news management","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",0,1,"Canada,Ottawa,HealthCanada,Covid19Vaccine,AstraZeneca",indiablooms,India,17326,FALSE,,1
416,416,416,Mar-08,1.37E+18,"continued the rollout of the vaccine continued on monday, with the state of queensland administering it's first doses to frontline hospital and medical staff.","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",0,2,"Australia,AstraZeneca,Covid19",ians_india,New Delhi,62259,TRUE,IANS Tweets,0
417,417,417,Mar-08,1.37E+18,moderna signs supply deal with philippines for 13 mn doses of covid-19 vaccine,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",0,0,,IndianJPharmSci,"Mumbai, India",121,FALSE,IJPSonline,0
418,418,418,Mar-08,1.37E+18,my parents took the first dose of the vaccine yesterday. the first step towards safety.,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",0,3,COVID19,rajeshphit,India,41,FALSE,Rajesh Purohit,1
419,419,419,Mar-08,1.37E+18,the senior citizen crowd outside the mahim maternity home awaiting for the vaccine centre to be open. it is past 9am.. total confusion. no no seating arrangement. all standing on the footpath,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",4,26,"Covid19,Vaccination,SocialDistancing",mumbaimatterz, 📌All over Mumbai,47629,FALSE,मुंबई Matters™✳️,-1
420,420,420,Mar-08,1.37E+18,"7th & current affairs rwanda becomes first african nation to use pfizer vaccine canada clears johnson & johnson covid-19 vaccine, first to approve four jabs nepal's sc quashes unification of oli-led cpn (uml) and prachanda-led cpn (maoist center)","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",0,0,08-Mar,TheCurrentAffa,"Lucknow, India",499,FALSE,The Current Affairs,0
421,421,421,Mar-08,1.37E+18,"get all your concerns related to the covid-19 vaccine, its administration to the importance of wearing masks here! for more details, read our article -","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",0,0,BattlegroundVaccine,Apollo24x7,Hyderabad,281,FALSE,Apollo247,1
422,422,422,Mar-08,1.37E+18,india’s covid-19 vaccination drive -- one of the world’s biggest -- has jumped nearly four-fold after the country opened it up to more people and got crucial public endorsement from the inoculation of prime minister via,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",1,0,,manojsirsa,भारत,33198,FALSE,BairiSugreev,1
423,423,423,Mar-08,1.37E+18,"nss volunteers of govt. mizo hr. sec. school, aizawl, mizoram at its adopted village zamuang, conducted awareness campaign on covid-19 vaccine & distribution of pamphlets containing about the safety of covid- 19 vaccine.","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",0,0,,nss_rd,Guwahati,282,FALSE,NSS RD Guwahati,0
424,424,424,Mar-08,1.37E+18,"panchang for march 8: know about tithi, nakshatra and muhurat - coronavirus updates corona live tracker, corona outbreak, coronavirus, coronavirus updates, covid-19, covid-19 tracker, covid19 outbreak, latest news, top india news-","<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>",0,0,,mrakcreation,"Punjab, India",37,FALSE,Ak Creation,0
425,425,425,Mar-08,1.37E+18,health official tests covid-19 positive days after receiving 2nd vaccine shot in gujarat,"<a href=""https://www.thehealthsite.com/"" rel=""nofollow"">The Healthsite</a>",0,0,"CoronavirusVaccines,CovidInfection,Covid",HealthSite4U,Mumbai,4445,FALSE,The Health Site,0
426,426,426,Mar-08,1.37E+18,"access to justice for and survivors was further disrupted by now with the vaccine rollout it is hoped that courts resume as normal, and lawyers are able to access their clients, especially those who are marginalized.","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",1,4,"GBV,TIP,COVID19,access2services4survivors,IWD2021",saysdiyanag,"New Delhi, India",689,FALSE,Diya Nag,0
427,427,427,Mar-08,1.37E+18,"coronavirus live updates: maharashtra tops list as 85% of new covid-19 cases seen in 6 states; us approaches 100mn vaccinations - coronavirus updates corona live tracker, corona outbreak, coronavirus, coronavirus updates, covid-19, covid-19 tracker, covi…","<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>",0,0,,mrakcreation,"Punjab, India",37,FALSE,Ak Creation,0
428,428,428,Mar-08,1.37E+18,global covid-19 caseload tops 116.8 mn; deaths now over 2.59mn,"<a href=""https://www.hootsuite.com"" rel=""nofollow"">Hootsuite Inc.</a>",0,0,"Coronavirus,COVID19,Corona,Covid",yespunjab,Punjab,113275,FALSE,YesPunjab.com (For Punjabi follow @BawaHs),0
429,429,429,Mar-08,1.37E+18,"during unprecedented 40-day lockdown to defeat the coronavirus 1.3 billion indians needed few covid-19 related essential supplies like masks, sanitizers and protective equipment, the collective strength of women’s self-help groups (shgs).","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",10,9,"TheRealSheros,ShaktiKaRoop,hrss365",PtNeerajDayal,"New Delhi, India",3555,FALSE,Neeraj Sharma™ TTS,0
430,430,430,Mar-08,1.37E+18,"following the sanatan tradition, india wants wto to keep corona vaccines out of the purview of the 'trade related aspects of intellectual property'. this is to ensure that those needy from poorer countries, too, can get the life saving vaccine.","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",0,2,AllLivesMattter,Sanjayramakantt,"Maharashtra, India",326,FALSE,sanjayramakanttiwari,1
431,431,431,Mar-08,1.37E+18,"rajneeti news (india crosses 2 crore mark in cumulative covid-19 doses) total of 2,06,62,073 vaccine doses have been given, as per the provisional report till 7 pm on march 6, the union health ministry said in ... has been published on rajneeti news - ...","<a href=""http://www.rajneeti.news"" rel=""nofollow"">Rajneeti News</a>",0,0,,RajneetiNews,New Delhi,586,FALSE,Rajneeti News,0
432,432,432,Mar-08,1.37E+18,"super !! appreciate central & state government efforts in this regard , special mention of being the vaccine manufacturing hub !! this is great news .","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",0,1,"India,Hyderabad,Telangana,IndiaFightsCorona,vaccination",Vish_Hyd,"Hyderabad,Telangana",459,FALSE,Vish..,1
433,433,433,Mar-08,1.37E+18,"coronavirus news live updates: india sees 97 fresh covid-19 fatalities, death toll reaches 1,57,853 - moneycontrol coronavirus news live updates: india sees 97 fresh covid-19 fatalities, death toll reaches 1,57,853 moneycontrol","<a href=""https://publer.io"" rel=""nofollow"">Publer </a>",0,0,,sarang143u,"Hyderabad, India",394,FALSE,Sarang Pokhare,-1
434,434,434,Mar-08,1.37E+18,nepal pm oli receives first jab of indian-made covid-19 vaccine - via,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",0,0,,capitalkhabar1,"Noida, India",54,FALSE,Capital Khabar,1
435,435,435,Mar-08,1.37E+18,china exported virus and india exported vaccine to the world.,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",1,1,"OurVaccineOurPride,ProudIndian",sush0987654321,"Mumbai, India",3,FALSE,sush🙂🙂🙂🙂,0
436,436,436,Mar-08,1.37E+18,i had question. is it even possible to get vaccine if you don't have aadhaar (or don't want to use it for this purpose)?,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",0,0,,Sushubh,Gurgaon ,1441,FALSE,Sushubh,0
437,437,437,Mar-08,1.37E+18,my mom took 1st jab of today and she is fine. it's almost 1.5 hours now. modiji thank you from my entire family. मोदी हैं तो मुमकिन हैं।,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",0,0,"vaccine,vaccination,vaccinated",HemanshuJoshi3,भारत,1686,FALSE,हिन्दू नेशनलिस्ट 🇮🇳 🚩,1
438,438,438,Mar-08,1.37E+18,new post: what’s causing vaccine delays in some asian countries?,"<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>",0,0,,abhishekhuman1,"Uttar Pradesh, India",56,FALSE,Abhishek Human,0
439,439,439,Mar-08,1.37E+18,"last week, had said on world bank panel that us law blocking the export of key items like bags and filters will likely cause ""serious bottlenecks"" in vaccine production reports","<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",3,7,"AdarPoonawalla,CoronaVaccine,coronavirus,covid19",bsindia,India,2072054,TRUE,Business Standard,-1
440,440,440,Mar-08,1.37E+18,covid-19 vaccines are available to the public now. precautions are still necessary and essential for your health. here are some details,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",0,0,,onlymyhealth,India,4863,TRUE,Onlymyhealth,0
441,441,441,Mar-08,1.37E+18,took first shot of covid vaccine today along with mummy and daddy thanks to vaccine king the prince,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",0,2,,pkt4twit,"GARHWA, Jharkhand, India ",1055,FALSE,Paresh Kumar Tiwari,1
442,442,442,Mar-08,1.37E+18,2nd & final dose of covishield vaccine today.,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",0,0,,SAMUELPAPPU,"Jharsuguda, India",18,FALSE,samuel sona,0
443,443,443,Mar-08,1.37E+18,india’s covid vaccine rollout “rescued the world”: top us scientist – ndtv,"<a href=""http://publicize.wp.com/"" rel=""nofollow"">WordPress.com</a>",0,0,,reuelek,"Hyderabad, Telangana, India",139,FALSE,Reuel Emmanuel,1
444,444,444,Mar-08,1.37E+18,"can't understand the logic, when indian people are not able to get vaccine, india is offering vaccine to country who didn't left any stone unturned to spoil our image. can't see any logic","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",0,0,,NIPUNN,India,486,FALSE,"Nipun Madan, CFA",-1
445,445,445,Mar-08,1.37E+18,and will be two new terms for those who have taken the vaccine and those who didnt.,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",0,0,"Vx,Vx,coronavirus",algo_121,India,312,FALSE,Alok Goel,0
446,446,446,Mar-08,1.37E+18,most small businesses not requiring negative covid test or vaccine for employees,"<a href=""https://postbox.purshology.com/"" rel=""nofollow"">purshoPOSTBOX</a>",0,0,,purshovpdl,Indore,70,FALSE,PURSHO,-1
447,447,447,Mar-08,1.37E+18,"centre rejects seeking details on covid-19 vaccine pricing, says 'prejudicially affect interests ...","<a href=""https://yourti.in"" rel=""nofollow"">YouRTI</a>",0,0,RTI,YouRTI_IN,India,367,FALSE,YouRTI,0
448,448,448,Mar-08,1.37E+18,vaccination center has been set up in parliament house medical centre for the mps and their family members from march 9 during the current in accordance with the prioritization as guided by the national expert group on vaccine administration for,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",0,0,"COVID19,BudgetSession,COVID19",Parl_Diary,New Delhi,61,FALSE,Parliament Diaries,0
449,449,449,Mar-08,1.37E+18,"if otp time to receive for covid vaccine takes more than 15 mins, how do you think senior citizens will register themselves? sucks!","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",0,0,"CoWIN,LargestVaccineDrive",sumitad21,"kolkata, India",1021,FALSE,Sumita,-1
